filepaths,labels,data set
train/balance beam/127.jpg,balance beam,train
train/balance beam/128.jpg,balance beam,train
train/balance beam/129.jpg,balance beam,train
train/balance beam/130.jpg,balance beam,train
train/balance beam/131.jpg,balance beam,train
train/balance beam/132.jpg,balance beam,train
train/balance beam/133.jpg,balance beam,train
train/balance beam/134.jpg,balance beam,train
train/balance beam/135.jpg,balance beam,train
train/balance beam/136.jpg,balance beam,train
train/balance beam/137.jpg,balance beam,train
train/balance beam/138.jpg,balance beam,train
train/balance beam/139.jpg,balance beam,train
train/balance beam/140.jpg,balance beam,train
train/balance beam/141.jpg,balance beam,train
train/balance beam/142.jpg,balance beam,train
train/balance beam/143.jpg,balance beam,train
train/balance beam/144.jpg,balance beam,train
train/balance beam/145.jpg,balance beam,train
train/balance beam/146.jpg,balance beam,train
train/balance beam/147.jpg,balance beam,train
train/balance beam/148.jpg,balance beam,train
train/balance beam/149.jpg,balance beam,train
train/balance beam/150.jpg,balance beam,train
train/balance beam/151.jpg,balance beam,train
train/balance beam/152.jpg,balance beam,train
train/barell racing/001.jpg,barell racing,train
train/barell racing/002.jpg,barell racing,train
train/barell racing/003.jpg,barell racing,train
train/barell racing/004.jpg,barell racing,train
train/barell racing/005.jpg,barell racing,train
train/barell racing/006.jpg,barell racing,train
train/barell racing/007.jpg,barell racing,train
train/barell racing/008.jpg,barell racing,train
train/barell racing/009.jpg,barell racing,train
train/barell racing/010.jpg,barell racing,train
train/barell racing/011.jpg,barell racing,train
train/barell racing/012.jpg,barell racing,train
train/barell racing/013.jpg,barell racing,train
train/barell racing/014.jpg,barell racing,train
train/barell racing/015.jpg,barell racing,train
train/barell racing/016.jpg,barell racing,train
train/barell racing/017.jpg,barell racing,train
train/barell racing/018.jpg,barell racing,train
train/barell racing/019.jpg,barell racing,train
train/barell racing/020.jpg,barell racing,train
train/barell racing/021.jpg,barell racing,train
train/barell racing/022.jpg,barell racing,train
train/barell racing/023.jpg,barell racing,train
train/barell racing/024.jpg,barell racing,train
train/barell racing/025.jpg,barell racing,train
train/barell racing/026.jpg,barell racing,train
train/barell racing/027.jpg,barell racing,train
train/barell racing/028.jpg,barell racing,train
train/barell racing/029.jpg,barell racing,train
train/barell racing/030.jpg,barell racing,train
train/barell racing/031.jpg,barell racing,train
train/barell racing/032.jpg,barell racing,train
train/barell racing/033.jpg,barell racing,train
train/barell racing/034.jpg,barell racing,train
train/barell racing/035.jpg,barell racing,train
train/barell racing/036.jpg,barell racing,train
train/barell racing/037.jpg,barell racing,train
train/barell racing/038.jpg,barell racing,train
train/barell racing/039.jpg,barell racing,train
train/barell racing/040.jpg,barell racing,train
train/barell racing/041.jpg,barell racing,train
train/barell racing/042.jpg,barell racing,train
train/barell racing/043.jpg,barell racing,train
train/barell racing/044.jpg,barell racing,train
train/barell racing/045.jpg,barell racing,train
train/barell racing/046.jpg,barell racing,train
train/barell racing/047.jpg,barell racing,train
train/barell racing/048.jpg,barell racing,train
train/barell racing/049.jpg,barell racing,train
train/barell racing/050.jpg,barell racing,train
train/barell racing/051.jpg,barell racing,train
train/barell racing/052.jpg,barell racing,train
train/barell racing/053.jpg,barell racing,train
train/barell racing/054.jpg,barell racing,train
train/barell racing/055.jpg,barell racing,train
train/barell racing/056.jpg,barell racing,train
train/barell racing/057.jpg,barell racing,train
train/barell racing/058.jpg,barell racing,train
train/barell racing/059.jpg,barell racing,train
train/barell racing/060.jpg,barell racing,train
train/barell racing/061.jpg,barell racing,train
train/barell racing/062.jpg,barell racing,train
train/barell racing/063.jpg,barell racing,train
train/barell racing/064.jpg,barell racing,train
train/barell racing/065.jpg,barell racing,train
train/barell racing/066.jpg,barell racing,train
train/barell racing/067.jpg,barell racing,train
train/barell racing/068.jpg,barell racing,train
train/barell racing/069.jpg,barell racing,train
train/barell racing/070.jpg,barell racing,train
train/barell racing/071.jpg,barell racing,train
train/barell racing/072.jpg,barell racing,train
train/barell racing/073.jpg,barell racing,train
train/barell racing/074.jpg,barell racing,train
train/barell racing/075.jpg,barell racing,train
train/barell racing/076.jpg,barell racing,train
train/barell racing/077.jpg,barell racing,train
train/barell racing/078.jpg,barell racing,train
train/barell racing/079.jpg,barell racing,train
train/barell racing/080.jpg,barell racing,train
train/barell racing/081.jpg,barell racing,train
train/barell racing/082.jpg,barell racing,train
train/barell racing/083.jpg,barell racing,train
train/barell racing/084.jpg,barell racing,train
train/barell racing/085.jpg,barell racing,train
train/barell racing/086.jpg,barell racing,train
train/barell racing/087.jpg,barell racing,train
train/barell racing/088.jpg,barell racing,train
train/barell racing/089.jpg,barell racing,train
train/barell racing/090.jpg,barell racing,train
train/barell racing/091.jpg,barell racing,train
train/barell racing/092.jpg,barell racing,train
train/barell racing/093.jpg,barell racing,train
train/barell racing/094.jpg,barell racing,train
train/barell racing/095.jpg,barell racing,train
train/barell racing/096.jpg,barell racing,train
train/barell racing/097.jpg,barell racing,train
train/barell racing/098.jpg,barell racing,train
train/barell racing/099.jpg,barell racing,train
train/barell racing/100.jpg,barell racing,train
train/barell racing/101.jpg,barell racing,train
train/barell racing/102.jpg,barell racing,train
train/barell racing/103.jpg,barell racing,train
train/barell racing/104.jpg,barell racing,train
train/barell racing/105.jpg,barell racing,train
train/barell racing/106.jpg,barell racing,train
train/barell racing/107.jpg,barell racing,train
train/barell racing/108.jpg,barell racing,train
train/barell racing/109.jpg,barell racing,train
train/barell racing/110.jpg,barell racing,train
train/barell racing/111.jpg,barell racing,train
train/barell racing/112.jpg,barell racing,train
train/barell racing/113.jpg,barell racing,train
train/barell racing/114.jpg,barell racing,train
train/barell racing/115.jpg,barell racing,train
train/barell racing/116.jpg,barell racing,train
train/barell racing/117.jpg,barell racing,train
train/barell racing/118.jpg,barell racing,train
train/barell racing/119.jpg,barell racing,train
train/barell racing/120.jpg,barell racing,train
train/barell racing/121.jpg,barell racing,train
train/barell racing/122.jpg,barell racing,train
train/barell racing/123.jpg,barell racing,train
train/baseball/001.jpg,baseball,train
train/baseball/002.jpg,baseball,train
train/baseball/003.jpg,baseball,train
train/baseball/004.jpg,baseball,train
train/baseball/005.jpg,baseball,train
train/baseball/006.jpg,baseball,train
train/baseball/007.jpg,baseball,train
train/baseball/008.jpg,baseball,train
train/baseball/009.jpg,baseball,train
train/baseball/010.jpg,baseball,train
train/baseball/011.jpg,baseball,train
train/baseball/012.jpg,baseball,train
train/baseball/013.jpg,baseball,train
train/baseball/014.jpg,baseball,train
train/baseball/015.jpg,baseball,train
train/baseball/016.jpg,baseball,train
train/baseball/017.jpg,baseball,train
train/baseball/018.jpg,baseball,train
train/baseball/019.jpg,baseball,train
train/baseball/020.jpg,baseball,train
train/baseball/021.jpg,baseball,train
train/baseball/022.jpg,baseball,train
train/baseball/023.jpg,baseball,train
train/baseball/024.jpg,baseball,train
train/baseball/025.jpg,baseball,train
train/baseball/026.jpg,baseball,train
train/baseball/027.jpg,baseball,train
train/baseball/028.jpg,baseball,train
train/baseball/029.jpg,baseball,train
train/baseball/030.jpg,baseball,train
train/baseball/031.jpg,baseball,train
train/baseball/032.jpg,baseball,train
train/baseball/033.jpg,baseball,train
train/baseball/034.jpg,baseball,train
train/baseball/035.jpg,baseball,train
train/baseball/036.jpg,baseball,train
train/baseball/037.jpg,baseball,train
train/baseball/038.jpg,baseball,train
train/baseball/039.jpg,baseball,train
train/baseball/040.jpg,baseball,train
train/baseball/041.jpg,baseball,train
train/baseball/042.jpg,baseball,train
train/baseball/043.jpg,baseball,train
train/baseball/044.jpg,baseball,train
train/baseball/045.jpg,baseball,train
train/baseball/046.jpg,baseball,train
train/baseball/047.jpg,baseball,train
train/baseball/048.jpg,baseball,train
train/baseball/049.jpg,baseball,train
train/baseball/050.jpg,baseball,train
train/baseball/051.jpg,baseball,train
train/baseball/052.jpg,baseball,train
train/baseball/053.jpg,baseball,train
train/baseball/054.jpg,baseball,train
train/baseball/055.jpg,baseball,train
train/baseball/056.jpg,baseball,train
train/baseball/057.jpg,baseball,train
train/baseball/058.jpg,baseball,train
train/baseball/059.jpg,baseball,train
train/baseball/060.jpg,baseball,train
train/baseball/061.jpg,baseball,train
train/baseball/062.jpg,baseball,train
train/baseball/063.jpg,baseball,train
train/baseball/064.jpg,baseball,train
train/baseball/065.jpg,baseball,train
train/baseball/066.jpg,baseball,train
train/baseball/067.jpg,baseball,train
train/baseball/068.jpg,baseball,train
train/baseball/069.jpg,baseball,train
train/baseball/070.jpg,baseball,train
train/baseball/071.jpg,baseball,train
train/baseball/072.jpg,baseball,train
train/baseball/073.jpg,baseball,train
train/baseball/074.jpg,baseball,train
train/baseball/075.jpg,baseball,train
train/baseball/076.jpg,baseball,train
train/baseball/077.jpg,baseball,train
train/baseball/078.jpg,baseball,train
train/baseball/079.jpg,baseball,train
train/baseball/080.jpg,baseball,train
train/baseball/081.jpg,baseball,train
train/baseball/082.jpg,baseball,train
train/baseball/083.jpg,baseball,train
train/baseball/084.jpg,baseball,train
train/baseball/085.jpg,baseball,train
train/baseball/086.jpg,baseball,train
train/baseball/087.jpg,baseball,train
train/baseball/088.jpg,baseball,train
train/baseball/089.jpg,baseball,train
train/baseball/090.jpg,baseball,train
train/baseball/091.jpg,baseball,train
train/baseball/092.jpg,baseball,train
train/baseball/093.jpg,baseball,train
train/baseball/094.jpg,baseball,train
train/baseball/095.jpg,baseball,train
train/baseball/096.jpg,baseball,train
train/baseball/097.jpg,baseball,train
train/baseball/098.jpg,baseball,train
train/baseball/099.jpg,baseball,train
train/baseball/100.jpg,baseball,train
train/baseball/101.jpg,baseball,train
train/baseball/102.jpg,baseball,train
train/baseball/103.jpg,baseball,train
train/baseball/104.jpg,baseball,train
train/baseball/105.jpg,baseball,train
train/baseball/106.jpg,baseball,train
train/baseball/107.jpg,baseball,train
train/baseball/108.jpg,baseball,train
train/baseball/109.jpg,baseball,train
train/baseball/110.jpg,baseball,train
train/baseball/111.jpg,baseball,train
train/baseball/112.jpg,baseball,train
train/baseball/113.jpg,baseball,train
train/baseball/114.jpg,baseball,train
train/baseball/115.jpg,baseball,train
train/baseball/116.jpg,baseball,train
train/baseball/117.jpg,baseball,train
train/baseball/118.jpg,baseball,train
train/baseball/119.jpg,baseball,train
train/baseball/120.jpg,baseball,train
train/baseball/121.jpg,baseball,train
train/baseball/122.jpg,baseball,train
train/baseball/123.jpg,baseball,train
train/baseball/124.jpg,baseball,train
train/baseball/125.jpg,baseball,train
train/baseball/126.jpg,baseball,train
train/baseball/127.jpg,baseball,train
train/baseball/128.jpg,baseball,train
train/baseball/129.jpg,baseball,train
train/baseball/130.jpg,baseball,train
train/baseball/131.jpg,baseball,train
train/baseball/132.jpg,baseball,train
train/baseball/133.jpg,baseball,train
train/baseball/134.jpg,baseball,train
train/baseball/135.jpg,baseball,train
train/baseball/136.jpg,baseball,train
train/baseball/137.jpg,baseball,train
train/baseball/138.jpg,baseball,train
train/baseball/139.jpg,baseball,train
train/baseball/140.jpg,baseball,train
train/baseball/141.jpg,baseball,train
train/baseball/142.jpg,baseball,train
train/baseball/143.jpg,baseball,train
train/baseball/144.jpg,baseball,train
train/baseball/145.jpg,baseball,train
train/baseball/146.jpg,baseball,train
train/baseball/147.jpg,baseball,train
train/baseball/148.jpg,baseball,train
train/baseball/149.jpg,baseball,train
train/baseball/150.jpg,baseball,train
train/baseball/151.jpg,baseball,train
train/baseball/152.jpg,baseball,train
train/baseball/153.jpg,baseball,train
train/baseball/154.jpg,baseball,train
train/baseball/155.jpg,baseball,train
train/baseball/156.jpg,baseball,train
train/baseball/157.jpg,baseball,train
